1269.97 25.5100000000002
1270.07 25.9099999999999
1270.17 26.3199999999997
1270.27 26.7600000000002
1270.37 27.2300000000005
1270.47 27.7300000000005
1270.57 28.2300000000005
1270.67 28.7399999999998
1270.77 29.2399999999998
1270.87 29.75
1270.97 30.2600000000002
1271.07 30.7699999999995
1271.17 31.3100000000004
1271.27 31.8699999999999
1271.37 32.5
1271.47 33.1600000000008
1271.57 33.8300000000008
1271.67 34.4899999999998
1271.77 35.1499999999996
1271.87 35.8199999999997
1271.97 36.4899999999998
1272.07 37.1500000000005
1272.17 37.8900000000003
1272.27 38.6299999999992
1272.37 39.5100000000002
1272.47 40.4099999999999
1272.57 41.3100000000004
1272.67 42.21
1272.77 43.1000000000004
1272.87 44
1272.97 44.8999999999996
1273.07 45.8199999999997
1273.17 46.8200000000006
1273.27 47.8800000000001
1273.37 49.1399999999999
1273.47 50.3899999999994
1273.57 51.6599999999999
1273.67 52.9099999999999
1273.77 54.1700000000001
1273.87 55.4300000000003
1273.97 56.6900000000001
1274.07 58.0200000000004
1274.17 59.4399999999996
1274.27 61.0499999999993
1274.37 62.9000000000005
1274.47 64.7500000000005
1274.57 66.5899999999997
1274.67 68.4500000000003
1274.77 70.3000000000002
1274.87 72.1499999999996
1274.97 73.9900000000002
1275.07 76.02
1275.17 78.1100000000001
1275.27 80.77
1275.37 83.6699999999996
1275.47 86.5700000000002
1275.57 89.4900000000002
1275.67 92.3899999999999
1275.77 95.2799999999997
1275.87 98.1900000000001
1275.97 101.08
1276.07 104.37
1276.17 107.66
1276.27 111.62
1276.37 115.78
1276.47 120.15
1276.57 124.71
1276.67 129.51
1276.77 134.56
1276.87 139.88
1276.97 145.67
1277.07 152.25
1277.17 159.23
1277.27 166.59
1277.37 174.4
1277.47 182.71
1277.57 191.57
1277.67 201.03
1277.77 211.19
1277.87 222.11
1277.97 234.49
1278.07 248.47
1278.17 263.57
1278.27 279.93
1278.37 297.75
1278.47 317.23
1278.57 338.65
1278.67 362.3
1278.77 388.55
1278.87 417.87
1278.97 451.57
1279.07 490.05
1279.17 533.94
1279.27 584.33
1279.37 642.599999999999
1279.47 710.44
1279.57 790.08
1279.67 884.39
1279.77 997.07
1279.87 1133.03
1279.97 1298.81
1280.07 1503.11
1280.17 1757.51
1280.27 2077.43
1280.37 2482.694
1280.47 2996.016
1280.57 3639.532
1280.67 4421.412
1280.77 5307.57
1280.87 6180.32
1280.97 6822.504
1281.07 6969.468
1281.17 5939.07
1281.27 4195.362
1281.37 2677.22
1281.47 1694.994
1281.57 1153.62
1281.67 885.31
1281.77 769.478
1281.87 737.737
1281.97 754.927
1282.07 804.119
1282.17 878.002
1282.27 974.601
1282.37 1095.13
1282.47 1243.281
1282.57 1425.084
1282.67 1649.133
1282.77 1927.332
1282.87 2276.169
1282.97 2716.802
1283.07 3276.865
1283.17 3989.71
1283.27 4889.385
1283.37 5994.621
1283.47 7271.829
1283.57 8575.165
1283.67 9606.249
1283.77 9995.141
1283.87 8809.055
1283.97 6249.937
1284.07 3806.754
1284.17 2131.528
1284.27 1156.252
1284.37 628.038
1284.47 347.823
1284.57 198.1
1284.67 116.383
1284.77 70.625
1284.87 44.1659999999999
1284.97 28.394
1285.07 18.7249999999999
1285.17 12.6399999999999
1285.27 8.71799999999985
1285.37 6.13200000000006
1285.47 4.38799999999992
1285.57 3.19500000000016
1285.67 2.3599999999999
1285.77 1.76800000000003
1285.87 1.34000000000015
1285.97 1.029
1286.07 0.799999999999955
1286.17 0.625999999999976
1286.27 0.495999999999867
1286.37 0.395999999999958
1286.47 0.317999999999984
1286.57 0.258000000000038
1286.67 0.210000000000036
1286.77 0.173000000000002
1286.87 0.142000000000053
1286.97 0.119000000000142
1287.07 0.0990000000000464
1287.17 0.0839999999998327
1287.27 0.0710000000000264
1287.37 0.0599999999999454
1287.47 0.0510000000001583
1287.57 0.0430000000000064
1287.67 0.0370000000000346
1287.77 0.0320000000000391
1287.87 0.0279999999999063
1287.97 0.0240000000001146
1288.07 0.0210000000001855
1288.17 0.0190000000000055
1288.27 0.0170000000000528
1288.37 0.0150000000001
1288.47 0.01299999999992
1288.57 0.012000000000171
1288.67 0.0099999999999909
1288.77 0.00900000000001455
1288.87 0.0080000000000382
1288.97 0.0080000000000382
1289.07 0.00700000000006185
1289.17 0.00600000000008549
1289.27 0.00599999999997181
1289.37 0.00499999999999545
1289.47 0.0040000000000191
1289.57 0.0040000000000191
1289.67 0.00299999999992906
1289.77 0.00300000000004275
1289.87 0.00299999999992906
1289.97 0.00300000000004275
